CountryName,Total_Conformed_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total_Tests,Tests/1M pop
Guatemala,137,11,3,,19,115,3,8,0.2,1134,63
Brunei,136,,1,,99,36,3,311,2,9342,21354
Paraguay,133,4,6,,18,109,1,19,0.8,2262,317
Gibraltar,127,,,,69,58,1,3770,,1543,45799
Cambodia,120,1,,,75,45,1,7,,5768,345
El Salvador,118,1,6,,19,93,4,18,0.9,,
Rwanda,118,,,,7,111,,9,,806,62
Trinidad and Tobago,109,,8,,3,98,,78,6,1090,779
Madagascar,93,,,,11,82,1,3,,,
Monaco,90,,1,,5,84,4,2293,25,,
Mali,87,,7,,22,58,,4,0.3,,
Aruba,86,,,,27,59,,805,,1058,9910
French Guiana,83,,,,43,40,1,278,,,
Liechtenstein,79,,1,,55,23,,2072,26,900,23605
Togo,76,,3,,25,48,,9,0.4,2069,250
Barbados,67,,4,,11,52,4,233,14,736,2561
Jamaica,65,2,4,,13,48,,22,1,907,306
Ethiopia,65,,3,,4,58,1,0.6,0.03,3232,28
Congo,60,,5,,5,50,,11,0.9,,
Uganda,53,,,,,53,,1,,3310,72
French Polynesia,51,,,,,51,,182,,744,2649
Sint Maarten,50,,8,,3,39,2,1166,187,134,3125
Bermuda,48,,4,,25,19,2,771,64,354,5684
Cayman Islands,45,,1,,6,38,,685,15,479,7288
Macao,45,,,,10,35,1,69,,,
Gabon,44,,1,,1,42,,20,0.4,,
Bahamas,42,,8,,5,29,1,107,20,,
Guyana,40,3,6,,8,26,3,51,8,175,222
Zambia,40,,2,,25,13,1,2,0.1,1239,67
Liberia,37,,5,,3,29,,7,1,,
Guinea-Bissau,36,,,,,36,,18,,1500,762
Benin,35,,1,,5,29,,3,0.08,,
Eritrea,34,,,,,34,,10,,,
Tanzania,32,,3,,5,24,,0.5,0.05,,
Saint Martin,32,,2,,11,19,5,828,52,,
Haiti,31,,2,,,29,,3,0.2,365,32
Myanmar,28,1,3,,2,23,,0.5,0.06,1406,26
Libya,24,,1,,8,15,,3,0.1,492,72
Antigua and Barbuda,21,,2,,,19,1,214,20,40,408
Somalia,21,,1,,1,19,,1,0.06,,
Mozambique,20,,,,2,18,,0.6,,483,15
Angola,19,,2,,2,15,,0.6,0.06,,
Syria,19,,2,,4,13,,1,0.1,,
Maldives,19,,,,13,6,,35,,,
Equatorial Guinea,18,,,,3,15,,13,,854,609
New Caledonia,18,,,,1,17,,63,,2608,9135
Sudan,17,,2,,2,13,,0.4,0.05,,
Dominica,16,,,,5,11,,222,,309,4293
Fiji,16,,,,,16,,18,,,
Laos,16,,,,,16,,2,,1035,142
Mongolia,16,,,,4,12,,5,,,
Namibia,16,,,,3,13,,6,,362,142
Saint Lucia,15,,,,1,14,,82,,,
Curacao,14,,1,,7,6,,85,6,,
Grenada,14,,,,,14,2,124,,92,818
Zimbabwe,13,,3,,,10,,0.9,0.2,438,29
Botswana,13,,1,,,12,,6,0.4,1154,491
Saint Kitts and Nevis,12,,,,,12,,226,,205,3853
St. Vincent Grenadines,12,,,,1,11,,108,,56,505
Eswatini,12,,,,7,5,,10,,,
Chad,11,,,,2,9,,0.7,,,
Greenland,11,,,,11,0,,194,,770,13564
Seychelles,11,,,,,11,,112,,,
Belize,10,,2,,,8,1,25,5,364,915
Suriname,10,,1,,4,5,,17,2,,
MS Zaandam,9,,2,,,7,,,,,
Malawi,9,,1,,,8,1,0.5,0.05,,
Nepal,9,,,,1,8,,0.3,,3524,121
Montserrat,9,,,,,9,1,1803,,36,7212
Turks and Caicos,8,,1,,,7,,207,26,61,1576
CAR,8,,,,,8,,2,,,
Vatican City,8,,,,2,6,,9988,,,
Sierra Leone,8,,,,,8,,1,,,
Cabo Verde,7,,1,,1,5,,13,2,,
Mauritania,7,,1,,2,4,,2,0.2,380,82
Nicaragua,7,,1,,,6,,1,0.2,,
St. Barth,6,,,,1,5,,607,,,
Bhutan,5,,,,2,3,,6,,1166,1511
Falkland Islands,5,,,,1,4,,1437,,137,39368
Gambia,4,,1,,2,1,,2,0.4,,
Sao Tome and Principe,4,,,,,4,,18,,19,87
South Sudan,4,,,,,4,,0.4,,,
Western Sahara,4,,,,,4,,7,,,
Anguilla,3,,,,,3,,200,,,
British Virgin Islands,3,,,,,3,,99,,,
Burundi,3,,,,,3,,0.3,,,
Caribbean Netherlands,2,,,,,2,,76,,10,381
Papua New Guinea,2,,,,,2,,0.2,,72,8
Timor-Leste,2,,,,1,1,,2,,,
Saint Pierre Miquelon,1,,,,,1,,173,,,
Yemen,1,,,,,1,,0.03,,,
