CountryName,Total_Conformed_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total_Tests,Tests/1M pop
Djibouti,1116,,2,,713,401,,1130,2,14222,14395
Hong Kong,1041,,4,,900,137,1,139,0.5,154989,20674
Tunisia,1018,,43,,406,569,18,86,4,24853,2103
Latvia,896,,16,,348,532,4,475,8,65464,34707
Cyprus,874,,15,,296,563,15,724,12,65725,54437
Kyrgyzstan,843,13,11,1,600,232,13,129,2,56488,8658
Albania,803,,31,,543,229,7,279,11,9006,3129
Somalia,756,,35,,61,660,2,48,2,,
Niger,755,,37,,534,184,,31,2,5309,219
Sri Lanka,755,4,8,,194,553,1,35,0.4,26842,1254
Andorra,750,,45,,499,206,16,9707,582,1673,21653
Costa Rica,742,,6,,399,337,5,146,1,13988,2746
Lebanon,740,,25,,200,515,43,108,4,41014,6009
Guatemala,730,27,19,2,79,632,5,41,1,7200,402
Diamond Princess,712,,13,,645,54,4,,,,
Mayotte,686,,6,,352,328,6,2515,22,3400,12463
DRC,682,,34,,80,568,,8,0.4,,
Sudan,678,,41,,61,576,,15,0.9,,
Burkina Faso,672,,46,,545,81,,32,2,,
Uruguay,657,,17,,447,193,10,189,5,22805,6565
Georgia,593,,9,,223,361,6,149,2,15904,3987
El Salvador,587,32,13,,201,373,3,90,2,30387,4685
San Marino,582,,41,,86,455,5,17152,1208,2457,72412
Mali,580,,29,,223,328,,29,1,2172,107
Maldives,551,10,1,,18,532,2,1019,2,8327,15405
Channel Islands,544,,41,,406,97,,3129,236,5342,30725
Kenya,490,,24,,173,293,2,9,0.4,24784,461
Tanzania,480,,16,,167,297,7,8,0.3,,
Malta,480,,4,,399,77,1,1087,9,36204,81994
Jamaica,471,2,9,,49,413,2,159,3,5633,1902
Jordan,465,,9,,370,86,5,46,0.9,87618,8587
Taiwan,438,,6,,334,98,,18,0.3,64958,2727
Reunion,424,,,,300,124,2,474,,,
Paraguay,415,19,10,,130,275,7,58,1,10766,1509
Guinea-Bissau,413,,1,,19,393,,210,0.5,1500,762
Gabon,367,,6,,93,268,1,165,3,724,325
Palestine,362,,2,,102,258,,71,0.4,32200,6312
Venezuela,357,,10,,158,189,1,13,0.4,482953,16984
Mauritius,332,,10,,316,6,3,261,8,18959,14908
Isle of Man,325,,23,,271,31,21,3822,270,3401,39996
Montenegro,323,,8,,253,62,2,514,13,7816,12445
Equatorial Guinea,315,,3,,13,299,,225,2,854,609
Vietnam,271,,,,219,52,8,3,,261004,2681
Rwanda,261,,,,128,133,,20,,35096,2710
Congo,236,,10,,26,200,,43,2,,
Tajikistan,230,,3,,,227,,24,0.3,,
Faeroe Islands,187,,,,185,2,,3827,,8066,165074
Martinique,181,,14,,83,84,5,482,37,,
Sierra Leone,178,,9,,37,132,,22,1,,
Cabo Verde,175,,2,,37,136,,315,4,791,1423
Liberia,166,,18,,58,90,,33,4,,
Myanmar,161,,6,,49,106,,3,0.1,9025,166
Guadeloupe,152,,12,,98,42,5,380,30,,
Madagascar,149,,,,99,50,1,5,,3772,136
Gibraltar,144,,,,133,11,,4274,,2931,86997
Ethiopia,140,,3,,75,62,,1,0.03,24088,210
Brunei,138,,1,,130,7,2,315,2,14476,33090
Zambia,137,,3,,78,56,1,7,0.2,7277,396
French Guiana,133,,1,,100,32,2,445,3,,
Togo,126,,9,,74,43,,15,1,7891,953
Cambodia,122,,,,120,2,1,7,,12461,745
Chad,117,,10,,39,68,,7,0.6,,
Trinidad and Tobago,116,,8,,102,6,,83,6,2055,1468
Eswatini,116,,1,,12,103,,100,0.9,714,615
Bermuda,115,,7,,54,54,4,1847,112,3270,52507
Haiti,100,,11,,10,79,,9,1,1026,90
Aruba,100,,2,,81,17,4,937,19,1758,16466
Uganda,97,,,,55,42,,2,,41478,907
Benin,96,,2,,50,44,,8,0.2,,
Monaco,95,,4,,78,13,1,2421,102,,
Guyana,92,,9,,27,56,3,117,11,579,736
CAR,85,,,,10,75,,18,,3498,724
Bahamas,83,,11,,25,47,1,211,28,1391,3537
Barbados,82,,7,,46,29,4,285,24,2458,8553
Liechtenstein,82,,1,,55,26,,2151,26,900,23605
Nepal,82,7,,,16,66,,3,,64492,2213
Mozambique,80,,,,19,61,,3,,2466,79
Sint Maarten,76,,13,,44,19,7,1773,303,329,7673
Cayman Islands,75,,1,,14,60,3,1141,15,2528,38465
Libya,63,,3,,23,37,,9,0.4,2338,340
French Polynesia,58,,,,53,5,1,206,,2665,9487
South Sudan,46,,,,,46,,4,,1247,111
Macao,45,,,,39,6,1,69,,,
Syria,44,,3,,27,14,,3,0.2,,
Malawi,41,,3,,9,29,1,2,0.2,907,47
Mongolia,41,1,,,13,28,,13,,8889,2711
Eritrea,39,,,,26,13,,11,,,
Saint Martin,38,,3,,29,6,1,983,78,,
Angola,35,,2,,11,22,,1,0.06,3000,91
Zimbabwe,34,,4,,5,25,,2,0.3,7642,514
Antigua and Barbuda,25,,3,,15,7,1,255,31,151,1542
Timor-Leste,24,,,,20,4,,18,,664,504
Sao Tome and Principe,23,,3,,4,16,,105,14,175,799
Botswana,23,,1,,8,14,,10,0.4,8636,3672
Grenada,21,,,,13,8,4,187,,1406,12495
Laos,19,,,,9,10,,3,,2223,306
Belize,18,,2,,14,2,1,45,5,1043,2623
Fiji,18,,,,14,4,,20,,1007,1123
New Caledonia,18,,,,17,1,1,63,,5052,17695
Saint Lucia,18,,,,15,3,,98,,446,2429
Gambia,17,,1,,9,7,,7,0.4,401,166
St. Vincent Grenadines,17,,,,9,8,,153,,137,1235
Curacao,16,,1,,13,2,,98,6,351,2139
Dominica,16,,,,13,3,,222,,383,5320
Namibia,16,,,,8,8,,6,,1122,442
Nicaragua,15,,5,,7,3,,2,0.8,,
Burundi,15,,1,,7,7,,1,0.08,284,24
Saint Kitts and Nevis,15,,,,8,7,,282,,294,5526
Falkland Islands,13,,,,13,0,,3736,,388,111494
Yemen,12,,2,,1,9,,0.4,0.07,120,4
Turks and Caicos,12,,1,,6,5,,310,26,107,2764
Montserrat,11,,1,,7,3,1,2204,200,36,7212
Greenland,11,,,,11,0,,194,,1294,22794
Vatican City,11,,,,2,9,,13733,,,
Seychelles,11,,,,6,5,,112,,,
Suriname,10,,1,,9,0,,17,2,404,689
MS Zaandam,9,,2,,,7,,,,,
Mauritania,8,,1,,6,1,,2,0.2,1032,222
Papua New Guinea,8,,,,8,0,,0.9,,2402,268
Bhutan,7,,,,5,2,,9,,11015,14275
British Virgin Islands,6,,1,,3,2,,198,33,,
Caribbean Netherlands,6,,,,,6,,229,,110,4195
St. Barth,6,,,,6,0,,607,,,
Western Sahara,6,,,,5,1,,10,,,
Anguilla,3,,,,3,0,,200,,,
Comoros,3,,,,,3,,3,,,
Saint Pierre Miquelon,1,,,,,1,,173,,,
