CountryName,Total_Conformed_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total_Tests,Tests/1M pop
Kenya,184,5,7,1,12,165,2,3,0.1,5278,98
Mayotte,184,,2,,22,160,3,674,7,1100,4032
Faeroe Islands,184,,,,136,48,,3766,,5299,108446
DRC,180,,18,,9,153,,2,0.2,,
Venezuela,167,,9,,65,93,6,6,0.3,1779,63
Guinea,164,,,,5,159,,12,,,
Martinique,154,,6,,50,98,19,410,16,,
Guadeloupe,141,,8,,43,90,13,352,20,,
Brunei,135,,1,,92,42,3,309,2,8985,20538
Djibouti,135,,,,25,110,,137,,3106,3144
Paraguay,124,5,5,,18,101,1,17,0.7,2039,286
Gibraltar,120,,,,60,60,,3562,,1481,43958
Cambodia,119,2,,,63,56,1,7,,5768,345
Rwanda,110,,,,7,103,,8,,806,62
Trinidad and Tobago,109,2,8,,1,100,,78,6,987,705
El Salvador,103,10,5,,10,88,3,16,0.8,,
Guatemala,95,8,3,,17,75,3,5,0.2,1134,63
Madagascar,93,,,,11,82,1,3,,,
Monaco,84,3,1,,5,78,4,2141,25,,
French Guiana,83,,,,43,40,1,278,,,
Aruba,82,5,,,20,62,,768,,1008,9441
Liechtenstein,78,,1,,55,22,,2046,26,900,23605
Mali,74,15,7,,22,45,,4,0.3,,
Togo,73,3,3,,24,46,,9,0.4,1747,211
Jamaica,63,,4,,10,49,,21,1,907,306
Barbados,63,,3,,8,52,4,219,10,655,2279
Congo,60,15,5,,5,50,,11,0.9,,
Ethiopia,56,1,2,,4,50,2,0.5,0.02,2790,24
Uganda,53,,,,,53,,1,,3310,72
French Polynesia,51,,,,,51,,182,,744,2649
Cayman Islands,45,,1,,6,38,,685,15,479,7288
Macao,45,,,,10,35,1,69,,,
Sint Maarten,43,3,6,,1,36,2,1003,140,112,2612
Bahamas,40,,7,,5,28,1,102,18,,
Bermuda,39,,3,,23,13,,626,48,315,5058
Zambia,39,,1,,7,31,1,2,0.05,1239,67
Guyana,37,,6,,8,23,4,47,8,145,184
Gabon,34,,1,,1,32,,15,0.4,,
Eritrea,33,,,,,33,,9,,,
Guinea-Bissau,33,,,,,33,,17,,,
Saint Martin,32,,2,,7,23,6,828,52,,
Liberia,31,,4,,3,24,,6,0.8,,
Haiti,30,3,2,1,,28,,3,0.2,257,23
Benin,26,,1,,5,20,,2,0.08,,
Tanzania,25,,1,,5,19,,0.4,0.02,,
Myanmar,23,1,3,,1,19,,0.4,0.06,1246,23
Libya,21,,1,,8,12,,3,0.1,374,54
Angola,19,,2,,2,15,,0.6,0.06,,
Antigua and Barbuda,19,,2,,,17,1,194,20,40,408
Syria,19,,2,,4,13,,1,0.1,,
Maldives,19,,,,13,6,,35,,,
Equatorial Guinea,18,,,,3,15,,13,,854,609
New Caledonia,18,,,,1,17,,63,,2320,8126
Mozambique,17,,,,1,16,,0.5,,483,15
Laos,16,1,,,,16,,2,,903,124
Mongolia,16,,,,4,12,,5,,,
Namibia,16,,,,3,13,,6,,362,142
Sudan,15,1,2,,2,11,,0.3,0.05,,
Dominica,15,,,,1,14,,208,,293,4070
Fiji,15,,,,,15,,17,,,
Curacao,14,,1,,7,6,,85,6,,
Saint Lucia,14,,,,1,13,,76,,,
Botswana,13,7,1,,,12,,6,0.4,1154,491
Somalia,12,,1,,1,10,,0.8,0.06,,
Grenada,12,,,,,12,2,107,,45,400
Eswatini,12,,,,7,5,,10,,,
Zimbabwe,11,,3,,,8,,0.7,0.2,371,25
Greenland,11,,,,11,0,,194,,770,13564
Saint Kitts and Nevis,11,,,,,11,,207,,183,3440
Seychelles,11,,,,,11,,112,,,
Suriname,10,,1,,4,5,,17,2,,
Chad,10,,,,2,8,,0.6,,,
MS Zaandam,9,,2,,,7,,,,,
Belize,9,1,1,,,8,1,23,3,364,915
Nepal,9,,,,1,8,,0.3,,2366,81
Montserrat,9,,,,,9,1,1803,,36,7212
Malawi,8,,1,,,7,1,0.4,0.05,,
Turks and Caicos,8,,1,,,7,,207,26,61,1576
CAR,8,,,,,8,,2,,,
Vatican City,8,,,,2,6,,9988,,,
St. Vincent Grenadines,8,,,,1,7,,72,,56,505
Cabo Verde,7,,1,,1,5,,13,2,,
Mauritania,7,1,1,,2,4,,2,0.2,67,14
Sierra Leone,7,,,,,7,,0.9,,,
Nicaragua,6,,1,,,5,,0.9,0.2,,
St. Barth,6,,,,1,5,,607,,,
Bhutan,5,,,,2,3,,6,,1166,1511
Falkland Islands,5,,,,1,4,,1437,,137,39368
Gambia,4,,1,,2,1,,2,0.4,,
Sao Tome and Principe,4,,,,,4,,18,,19,87
Western Sahara,4,,,,,4,,7,,,
Anguilla,3,,,,,3,,200,,,
British Virgin Islands,3,,,,,3,,99,,,
Burundi,3,,,,,3,,0.3,,,
South Sudan,3,1,,,,3,,0.3,,,
Caribbean Netherlands,2,,,,,2,,76,,10,381
Papua New Guinea,2,,,,,2,,0.2,,72,8
Saint Pierre Miquelon,1,,,,,1,,173,,,
Timor-Leste,1,,,,,1,,0.8,,,
