CountryName,Total_Conformed_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total_Tests,Tests/1M pop
Bahrain,1952,45,7,,783,1162,2,1147,4,93858,55159
Croatia,1908,27,48,1,801,1059,18,465,12,26610,6482
Iceland,1773,,10,,1362,401,4,5196,29,43143,126429
Uzbekistan,1657,30,5,,261,1391,8,50,0.1,150000,4482
Iraq,1574,,82,,1043,449,,39,2,59055,1468
Estonia,1552,17,43,3,169,1340,9,1170,32,42213,31822
Oman,1508,98,8,1,238,1262,3,295,2,,
New Zealand,1445,5,13,1,1006,426,3,300,3,89508,18562
Azerbaijan,1436,,19,,791,626,16,142,2,95747,9443
Armenia,1401,62,24,2,609,768,30,473,8,13929,4701
Lithuania,1350,24,37,,298,1015,17,496,14,70753,25990
Bosnia and Herzegovina,1342,33,51,2,437,854,4,409,16,19195,5851
Slovenia,1335,,77,,193,1065,26,642,37,41802,20107
North Macedonia,1231,6,55,1,224,952,9,591,26,12340,5923
Slovakia,1199,26,14,1,258,927,7,220,3,49428,9053
Cameroon,1163,,43,1,329,791,33,44,2,,
Afghanistan,1092,66,36,,150,906,7,28,0.9,6422,165
Cuba,1087,,36,,285,766,9,96,3,28598,2525
Ghana,1042,,9,,99,934,4,34,0.3,68591,2207
Hong Kong,1030,4,4,,650,376,8,137,0.5,131786,17579
Bulgaria,966,37,45,2,170,751,34,139,6,26417,3802
Tunisia,884,,38,,148,698,34,75,3,17287,1463
Ivory Coast,879,,10,,287,582,,33,0.4,,
Djibouti,846,,2,,102,742,,856,2,8144,8243
Cyprus,772,,12,,81,679,15,639,10,35756,29615
Latvia,748,9,9,4,133,606,3,397,5,37972,20132
Andorra,717,,37,,248,432,17,9280,479,1673,21653
Diamond Princess,712,,13,,644,55,7,,,,
Lebanon,677,,21,,103,553,27,99,3,21424,3139
Nigeria,665,,22,,188,455,2,3,0.1,7153,35
Costa Rica,662,,6,,124,532,8,130,1,10879,2136
Niger,655,7,20,,124,511,,27,0.8,4715,195
Guinea,622,,5,,122,495,,47,0.4,,
Albania,609,25,26,,345,238,10,212,9,6017,2091
Bolivia,598,34,34,1,37,527,3,51,3,3569,306
Kyrgyzstan,590,22,7,,216,367,5,90,1,26147,4008
Burkina Faso,581,,38,,357,186,,28,2,,
Uruguay,535,,11,1,313,211,13,154,3,13396,3856
Honduras,494,17,46,,29,419,10,50,5,2535,256
Channel Islands,488,,24,,73,391,,2807,138,3320,19095
San Marino,476,14,40,1,62,374,4,14028,1179,1820,53638
Palestine,461,12,4,1,71,386,,90,0.8,17329,3397
Malta,443,12,3,,150,290,2,1003,7,25645,58080
Jordan,425,,7,,282,136,5,42,0.7,33000,3234
Taiwan,425,3,6,,217,202,,18,0.3,55476,2329
Senegal,412,35,5,,242,165,1,25,0.3,466,28
Georgia,408,6,4,,95,309,6,102,1,7611,1908
Reunion,408,,,,238,170,2,456,,,
DRC,350,18,25,,35,290,,4,0.3,,
Mauritius,328,,9,,224,95,3,258,7,9755,7670
Montenegro,313,1,5,,90,218,7,498,8,3874,6168
Sri Lanka,309,5,7,,100,202,1,14,0.3,6463,302
Isle of Man,300,,9,,200,91,15,3528,106,2509,29506
Guatemala,294,5,7,,24,263,3,16,0.4,7200,402
Venezuela,285,,10,,117,158,4,10,0.4,347236,12211
Mayotte,284,13,4,,117,163,4,1041,15,2000,7331
Kenya,281,,14,,69,198,2,5,0.3,13872,258
Vietnam,268,,,,216,52,8,3,,206253,2119
Tanzania,254,,10,,11,233,4,4,0.2,,
Mali,246,,14,,56,176,,12,0.7,,
Somalia,237,,8,,4,225,2,15,0.5,,
El Salvador,225,7,7,,48,170,2,35,1,13352,2059
Jamaica,223,,6,1,27,190,,75,2,1889,638
Paraguay,208,,8,,53,147,1,29,1,5501,771
Faeroe Islands,185,,,,178,7,,3786,,6171,126292
Martinique,163,,14,2,73,76,11,434,37,,
Congo,160,,6,,16,138,,29,1,,
Guadeloupe,148,,8,,73,67,13,370,20,,
Rwanda,147,,,,80,67,,11,,6959,537
Brunei,138,,1,,116,21,2,315,2,11633,26591
Gibraltar,132,,,,120,12,1,3918,,1912,56751
Cambodia,122,,,,110,12,1,7,,5768,345
Madagascar,121,,,,44,77,1,4,,2357,85
Gabon,120,,1,,7,112,2,54,0.4,572,257
Myanmar,119,,5,,7,107,,2,0.09,4692,86
Trinidad and Tobago,114,,8,,26,80,,81,6,1380,986
Ethiopia,114,3,3,,16,95,,1,0.03,8698,76
Sudan,107,,12,,8,87,,2,0.3,,
Liberia,99,,8,,7,84,,20,2,,
Aruba,97,,2,,51,44,4,909,19,1445,13534
French Guiana,97,,1,,76,20,1,325,3,,
Monaco,94,,3,,23,68,3,2395,76,,
Bermuda,86,,5,,37,44,10,1381,80,651,10453
Togo,84,,6,,53,25,,10,0.7,4381,529
Maldives,82,13,,,16,66,1,152,,4139,7657
Liechtenstein,81,,1,,55,25,,2124,26,900,23605
Equatorial Guinea,79,,,,7,72,,56,,854,609
Barbados,75,,5,,23,47,4,261,17,1063,3699
Zambia,70,5,3,,35,32,1,4,0.2,2586,141
Sint Maarten,67,,10,,12,45,6,1563,233,163,3802
Cabo Verde,67,,1,,1,65,,121,2,,
Guyana,66,1,7,,9,50,5,84,9,328,417
Cayman Islands,66,,1,,7,58,3,1004,15,778,11838
Bahamas,60,,9,,11,40,1,153,23,,
Uganda,58,2,,,38,20,,1,,13742,300
Haiti,57,,3,,,54,,5,0.3,618,54
French Polynesia,56,,,,19,37,1,199,,1515,5393
Benin,54,,1,,27,26,,4,0.08,,
Libya,51,,1,,15,35,,7,0.1,808,118
Guinea-Bissau,50,,,,3,47,,25,,1500,762
Macao,45,,,,24,21,1,69,,,
Sierra Leone,43,,,,6,37,,5,,,
Syria,39,,3,,5,31,,2,0.2,,
Eritrea,39,,,,3,36,,11,,,
Mozambique,39,,,,8,31,,1,,1110,36
Saint Martin,37,,2,,19,16,5,957,52,,
Mongolia,34,1,,,8,26,,10,,6800,2074
Chad,33,,,,8,25,,2,,,
Nepal,32,1,,,4,28,,1,,29567,1015
Zimbabwe,25,,3,,2,20,,2,0.2,3308,223
Angola,24,,2,,6,16,,0.7,0.06,,
Eswatini,24,,1,,8,15,,21,0.9,714,615
Antigua and Barbuda,23,,3,,7,13,1,235,31,108,1103
Timor-Leste,23,1,,,1,22,,17,,322,244
Botswana,20,,1,,,19,,9,0.4,4432,1885
Laos,19,,,,2,17,,3,,1349,185
Belize,18,,2,,2,14,1,45,5,651,1637
Fiji,18,,,,3,15,,20,,,
New Caledonia,18,,,,17,1,1,63,,3552,12441
Malawi,17,,2,,3,12,1,0.9,0.1,429,22
Dominica,16,,,,8,8,,222,,345,4793
Namibia,16,,,,6,10,,6,,524,206
Saint Kitts and Nevis,15,,,,,15,,282,,247,4643
Saint Lucia,15,,,,13,2,,82,,364,1982
Curacao,14,,1,,11,2,,85,6,286,1743
Grenada,14,,,,6,8,4,124,,92,818
CAR,12,,,,4,8,,2,,,
St. Vincent Grenadines,12,,,,2,10,,108,,94,847
Turks and Caicos,11,,1,,,10,,284,26,83,2144
Falkland Islands,11,,,,3,8,,3161,,319,91667
Greenland,11,,,,11,0,,194,,1101,19394
Montserrat,11,,,,2,9,1,2204,,36,7212
Seychelles,11,,,,5,6,,112,,,
Nicaragua,10,,2,,6,2,,2,0.3,,
Gambia,10,,1,,2,7,,4,0.4,316,131
Suriname,10,,1,,6,3,,17,2,,
MS Zaandam,9,,2,,,7,,,,,
Vatican City,9,,,,2,7,,11236,,,
Mauritania,7,,1,,6,0,,2,0.2,913,196
Papua New Guinea,7,,,,,7,,0.8,,604,68
Bhutan,6,1,,,2,4,,8,,8765,11359
St. Barth,6,,,,5,1,,607,,,
Western Sahara,6,,,,,6,,10,,,
British Virgin Islands,5,,1,,3,1,,165,33,,
Burundi,5,,1,,4,0,,0.4,0.08,80,7
Caribbean Netherlands,5,,,,,5,,191,,110,4195
Sao Tome and Principe,4,,,,,4,,18,,19,87
South Sudan,4,,,,,4,,0.4,,,
Anguilla,3,,,,1,2,,200,,,
Saint Pierre Miquelon,1,,,,,1,,173,,,
Yemen,1,,,,,1,,0.03,,,
